"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","genename"
"ENSG00000152894",4900.8667898464,1.68614756336905,0.0515032947077683,32.7386349346448,4.40662946786445e-235,1.08241508495644e-232,"PTPRK","5796","protein tyrosine phosphatase receptor type K"
"ENSG00000143341",2279.33849385387,2.05720948403877,0.0629921121128952,32.6582077507073,6.12771575224793e-234,1.48049630748574e-231,"HMCN1","83872","hemicentin 1"
"ENSG00000115461",200904.539632615,1.2711747122479,0.0389867729593957,32.6052816315887,3.45190913098896e-233,8.2055220600831e-231,"IGFBP5","3488","insulin like growth factor binding protein 5"
"ENSG00000104321",7567.20986030083,3.29744633697212,0.101231296318792,32.5733884369905,9.76966579469497e-233,2.28548149971769e-230,"TRPA1","8989","transient receptor potential cation channel subfamily A member 1"
"ENSG00000113721",11145.9451572206,1.38865862042446,0.0428969222252982,32.3719872752434,6.80565933336639e-230,1.56721573836178e-227,"PDGFRB","5159","platelet derived growth factor receptor beta"
"ENSG00000164924",9585.69435022083,-1.33707455145017,0.0417120973751519,-32.0548386580693,1.87966742964861e-225,4.26192901202481e-223,"YWHAZ","7534","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta"
"ENSG00000173334",1074.47707273372,2.41256200764746,0.0759161805173582,31.7792859335939,1.25132694894393e-221,2.79425099599025e-219,"TRIB1","10221","tribbles pseudokinase 1"
"ENSG00000160014",4226.55595021453,-1.42461133426352,0.0449225463636676,-31.712613143758,1.04112986063174e-220,2.29017490835681e-218,"CALM3","808","calmodulin 3"
"ENSG00000148175",3890.72249473237,1.38275935804598,0.0437420568819806,31.6116675028969,2.55246195830994e-219,5.5320859325841e-217,"STOM","2040","stomatin"
"ENSG00000171951",793.124579134864,2.98016310346512,0.0943818493365969,31.5755955664407,7.98720836213726e-219,1.70602140349535e-216,"SCG2","7857","secretogranin II"
"ENSG00000153234",635.93920101828,4.32640776272822,0.137032334028119,31.5721672071968,8.90129062927069e-219,1.87410316134559e-216,"NR4A2","4929","nuclear receptor subfamily 4 group A member 2"
"ENSG00000164761",5291.78842553364,1.48922391994873,0.0474097751791184,31.4117481958585,1.39854649363202e-216,2.90306735537306e-214,"TNFRSF11B","4982","TNF receptor superfamily member 11b"
"ENSG00000134057",780.375869741297,-2.66975910748783,0.0850913623391758,-31.3752070021646,4.40945124794563e-216,9.02590173503094e-214,"CCNB1","891","cyclin B1"
"ENSG00000135074",13374.6004179129,1.14188898525495,0.0363981548365282,31.3721668140436,4.85121342787994e-216,9.79413472604035e-214,"ADAM19","8728","ADAM metallopeptidase domain 19"
"ENSG00000128591",23487.8410667789,-1.3308414065796,0.0432780669443512,-30.7509438508621,1.18776527833419e-207,2.36557900974179e-205,"FLNC","2318","filamin C"
"ENSG00000127920",2352.92723869813,2.10488856998373,0.0685906842928054,30.6876741599225,8.31224788655526e-207,1.63341212469402e-204,"GNG11","2791","G protein subunit gamma 11"
"ENSG00000105088",793.128211520276,2.86562585032446,0.0934442638935189,30.6666854756316,1.58360098455021e-206,3.07093569872382e-204,"OLFM2","93145","olfactomedin 2"
"ENSG00000092820",1475.49048809515,-1.91025663790367,0.0625709977449101,-30.5294258802044,1.06065249847816e-204,2.03011643150275e-202,"EZR","7430","ezrin"
"ENSG00000183287",603.48721362449,-3.43610919689139,0.112997011586083,-30.4088501869246,4.19580603556965e-203,7.92792171182378e-201,"CCBE1","147372","collagen and calcium binding EGF domains 1"
"ENSG00000130513",4665.52215751242,4.22670314152856,0.139333107448277,30.3352391899937,3.9339156426762e-202,7.33899351161542e-200,"GDF15","9518","growth differentiation factor 15"
"ENSG00000171246",11339.2021259297,1.74021925715086,0.0574714262254061,30.2797297969537,2.11960092338048e-201,3.90483480109769e-199,"NPTX1","4884","neuronal pentraxin 1"
"ENSG00000076513",2351.57847713981,-1.94451433784323,0.0645258417334621,-30.1354354411286,1.66463798277519e-199,3.02881908520257e-197,"ANKRD13A","88455","ankyrin repeat domain 13A"
"ENSG00000176014",5059.66070673934,-1.58287885611882,0.052662081266919,-30.0572787485545,1.75390633044233e-198,3.15232579244623e-196,"TUBB6","84617","tubulin beta 6 class V"
"ENSG00000068489",527.868372422254,-3.28311258719211,0.109401786457129,-30.0096798554443,7.33741959376998e-198,1.30287819244557e-195,"PRR11","55771","proline rich 11"
"ENSG00000089159",2841.04018824034,-1.52007284577828,0.0507612584862206,-29.9455311217492,5.03071800437937e-197,8.82651451768371e-195,"PXN","5829","paxillin"
"ENSG00000112984",587.875352632019,-3.36365682362137,0.112773659393387,-29.8266176846133,1.76511950870901e-195,3.06050956698275e-193,"KIF20A","10112","kinesin family member 20A"
"ENSG00000003436",3855.53263789867,1.53740405569128,0.0515644669786819,29.8151837063861,2.48326069213003e-195,4.25561582332702e-193,"TFPI","7035","tissue factor pathway inhibitor"
"ENSG00000116729",14027.992136521,1.67569487580013,0.0564160677381466,29.7024401554858,7.14120550109535e-194,1.20973662844992e-191,"WLS","79971","Wnt ligand secretion mediator"
"ENSG00000171617",3172.76514957676,1.72304032582539,0.0580108941975014,29.7020128660524,7.23251911407734e-194,1.21128257617354e-191,"ENC1","8507","ectodermal-neural cortex 1"
"ENSG00000173546",2782.7113944163,-1.7083605707854,0.0575937170669724,-29.6622732093996,2.35583752055038e-193,3.90116105369343e-191,"CSPG4","1464","chondroitin sulfate proteoglycan 4"
"ENSG00000122641",8425.96553258608,1.39132775017175,0.0469873196708738,29.6107068868241,1.08794656419454e-192,1.78157294034434e-190,"INHBA","3624","inhibin subunit beta A"
"ENSG00000133818",917.65645300902,-2.5802299637037,0.0872300670698494,-29.5795939447987,2.73500463574903e-192,4.42950531007354e-190,"RRAS2","22800","RAS related 2"
"ENSG00000111615",1215.27891511062,1.95677039712095,0.0663758242815443,29.4801671888996,5.17049059929422e-191,8.28290113613023e-189,"KRR1","11103","KRR1 small subunit processome component homolog"
"ENSG00000064666",5624.42477846777,-1.6427318420805,0.0557711793486644,-29.4548521524108,1.09112653699369e-190,1.72914224754978e-188,"CNN2","1265","calponin 2"
"ENSG00000134250",3989.90689953644,-1.35592775292067,0.0460496833514695,-29.4448876569181,1.46374959219017e-190,2.29497249890412e-188,"NOTCH2","4853","notch receptor 2"
"ENSG00000066279",593.333577786577,-3.10048883821406,0.105364299810958,-29.4263696885652,2.52620216462523e-190,3.91907026339438e-188,"ASPM","259266","assembly factor for spindle microtubules"
"ENSG00000116991",845.465812777274,2.42014867390151,0.0824493012014936,29.3531738733241,2.17673283738651e-189,3.34173839139609e-187,"SIPA1L2","57568","signal induced proliferation associated 1 like 2"
"ENSG00000156011",1865.6956706154,1.74119413491794,0.059336645613406,29.3443304203995,2.82263258295039e-189,4.28865556778586e-187,"PSD3","23362","pleckstrin and Sec7 domain containing 3"
"ENSG00000159399",1648.34458773227,1.92240039016346,0.0659487772244176,29.1499019552965,8.37795679935518e-187,1.2599421153969e-184,"HK2","3099","hexokinase 2"
"ENSG00000157557",2128.88768598769,1.84664194340388,0.0635780787543309,29.0452618195558,1.76614028739405e-185,2.62922985410238e-183,"ETS2","2114","ETS proto-oncogene 2, transcription factor"
"ENSG00000103257",3712.52147667185,-1.50764332088901,0.0520546856981158,-28.962682238298,1.94291177624656e-184,2.86346337583218e-182,"SLC7A5","8140","solute carrier family 7 member 5"
"ENSG00000065911",1563.07540926849,-1.9482524980467,0.067337158291871,-28.9327994745792,4.61935975746624e-184,6.74060634708292e-182,"MTHFD2","10797","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
"ENSG00000136153",4620.22110366109,-1.40313137758946,0.0486370347281795,-28.8490321301702,5.21051577226047e-183,7.52868445603675e-181,"LMO7","4008","LIM domain 7"
"ENSG00000135318",10396.875971113,-1.18098786390941,0.0409958504350868,-28.8074976217262,1.72788631020671e-182,2.47238722716762e-180,"NT5E","4907","5'-nucleotidase ecto"
"ENSG00000171444",1285.81453923875,1.85633937805397,0.0644921986693687,28.7839369157012,3.40812588017335e-182,4.82970761749951e-180,"MCC","4163","MCC regulator of WNT signaling pathway"
"ENSG00000145147",601.510428483162,-2.68630819535278,0.0934360736471763,-28.7502255873522,8.99895197463539e-182,1.26311004002073e-179,"SLIT2","9353","slit guidance ligand 2"
"ENSG00000182481",2566.38058699848,-1.61375818179933,0.0561599277307392,-28.73504733725,1.39279533315577e-181,1.93651109623111e-179,"KPNA2","3838","karyopherin subunit alpha 2"
"ENSG00000108829",3850.57518186778,-1.47517612116374,0.0513452972890947,-28.7305011179097,1.58739783820925e-181,2.18645507846056e-179,"LRRC59","55379","leucine rich repeat containing 59"
"ENSG00000088448",1041.5088322989,2.36777275028896,0.0824388934566244,28.7215493926393,2.05351807311457e-181,2.80229160755209e-179,"ANKRD10","55608","ankyrin repeat domain 10"
"ENSG00000108932",593.620514665934,3.86329422697224,0.135042894141731,28.607904558959,5.35763436694065e-180,7.24411149541022e-178,"SLC16A6","9120","solute carrier family 16 member 6"
"ENSG00000100345",41759.3349472728,-1.22519578198319,0.0428448015386844,-28.5961362401682,7.50470887210596e-180,1.00549453960998e-177,"MYH9","4627","myosin heavy chain 9"
"ENSG00000171848",822.67379311788,-2.53280647962491,0.0890285284018647,-28.4493804973627,4.9598313268084e-178,6.58540487337858e-176,"RRM2","6241","ribonucleotide reductase regulatory subunit M2"
"ENSG00000038427",13753.9971136825,1.28379349957387,0.0451325515218976,28.4449572710506,5.62575469227598e-178,7.40289041560388e-176,"VCAN","1462","versican"
"ENSG00000141429",3588.58297366052,1.50607085874454,0.0530927419055793,28.3667937403374,5.19563280253602e-177,6.77639258794477e-175,"GALNT1","2589","polypeptide N-acetylgalactosaminyltransferase 1"
"ENSG00000155903",1023.35613415789,2.05089158778424,0.0724503258148806,28.3075550691727,2.78981478890204e-176,3.60669213674019e-174,"RASA2","5922","RAS p21 protein activator 2"
"ENSG00000091039",4444.70184434491,1.57257793549073,0.0556185000489424,28.2743679550314,7.14234197161506e-176,9.1533770415359e-174,"OSBPL8","114882","oxysterol binding protein like 8"
"ENSG00000147065",17820.4971549208,-1.03012531434673,0.0365222367805647,-28.2054278475876,5.01659983262638e-175,6.37367658045237e-173,"MSN","4478","moesin"
"ENSG00000117399",548.054729960495,-3.23340374218272,0.114651646617067,-28.2019825932564,5.52920015958451e-175,6.9649018762356e-173,"CDC20","991","cell division cycle 20"
"ENSG00000135926",1251.33626199858,-1.85342990233773,0.0659121517576296,-28.1196995229819,5.62675621395515e-174,7.02772314248059e-172,"TMBIM1","64114","transmembrane BAX inhibitor motif containing 1"
"ENSG00000173801",2853.13714423843,1.54852030394322,0.0552343103375844,28.0354782105341,6.00547431569823e-173,7.43770424073617e-171,"JUP","3728","junction plakoglobin"
"ENSG00000163661",1909.80217231797,-1.64964802452448,0.0590530206083382,-27.9350320700031,1.00209446229002e-171,1.23073901543586e-169,"PTX3","5806","pentraxin 3"
"ENSG00000185112",747.773002441521,2.65534839367028,0.095222853524087,27.8856208924531,3.98660586298679e-171,4.8557518354297e-169,"FAM43A","131583","family with sequence similarity 43 member A"
"ENSG00000103449",1051.52143130918,2.35381530569722,0.0844338193625539,27.8776362773555,4.9820922032467e-171,6.01853072880737e-169,"SALL1","6299","spalt like transcription factor 1"
"ENSG00000170759",4331.58598921615,-1.28570160068296,0.0461350970002673,-27.8681889554825,6.48513332631553e-171,7.77056056611693e-169,"KIF5B","3799","kinesin family member 5B"
"ENSG00000057657",689.791384929011,2.83420144471718,0.101922237905194,27.8074883653309,3.52145914961505e-170,4.18542459250215e-168,"PRDM1","639","PR/SET domain 1"
"ENSG00000109685",1268.17937848349,-1.89110246032152,0.0682344351950744,-27.7147814723617,4.63330180586478e-169,5.46284816118681e-167,"NSD2","7468","nuclear receptor binding SET domain protein 2"
"ENSG00000172795",852.701537725169,2.13206739241958,0.0770834011197657,27.6592283351243,2.16146429497538e-168,2.52822704597994e-166,"DCP2","167227","decapping mRNA 2"
"ENSG00000184838",1048.67798618006,2.27794331856026,0.0824085151988622,27.6420866589246,3.47426466731695e-168,4.03178839896986e-166,"PRR16","51334","proline rich 16"
"ENSG00000166510",570.336073336896,2.83088461979686,0.10292780196566,27.50359539147,1.59013670465244e-166,1.83089334009123e-164,"CCDC68","80323","coiled-coil domain containing 68"
"ENSG00000076706",1719.55770882045,-1.57938244536309,0.0575008442269457,-27.4671175109977,4.33946566713778e-166,4.95775542653307e-164,"MCAM","4162","melanoma cell adhesion molecule"
"ENSG00000102225",1340.69055489962,-1.74229971874255,0.0634968744020699,-27.4391414561621,9.36330044306376e-166,1.06151016869134e-163,"CDK16","5127","cyclin dependent kinase 16"
"ENSG00000197565",563.648360733133,3.41302169040271,0.124604966260964,27.3907356409432,3.53607092368723e-165,3.9782147536872e-163,"COL4A6","1288","collagen type IV alpha 6 chain"
"ENSG00000161800",563.923688119321,-2.79230082962015,0.102045758835778,-27.363222749059,7.51753559993322e-165,8.38524219501117e-163,"RACGAP1","29127","Rac GTPase activating protein 1"
"ENSG00000113387",1168.42585268541,-2.03750870982542,0.0744622292028581,-27.3629829732147,7.56708652419925e-165,8.38524219501117e-163,"SUB1","10923","SUB1 regulator of transcription"
"ENSG00000166851",502.683929770066,-3.32923742132735,0.121688924942442,-27.3585901338355,8.53486713425293e-165,9.38707998691191e-163,"PLK1","5347","polo like kinase 1"
"ENSG00000152223",2690.47150334747,-1.5060674410636,0.0550766195181134,-27.3449506204406,1.24003162128149e-164,1.35374711366271e-162,"EPG5","57724","ectopic P-granules autophagy protein 5 homolog"
"ENSG00000076641",954.690284174,2.03263251064156,0.0744907399998754,27.2870495130665,6.04286095316064e-164,6.54850622997658e-162,"PAG1","55824","phosphoprotein membrane anchor with glycosphingolipid microdomains 1"
"ENSG00000072041",2369.28278181903,5.09735332203113,0.186814833117036,27.2855920323935,6.288358862549e-164,6.7648053223538e-162,"SLC6A15","55117","solute carrier family 6 member 15"
"ENSG00000136378",1190.06353560081,2.13136941763901,0.0788324666716419,27.0366957628857,5.47608983652762e-161,5.84830521816986e-159,"ADAMTS7","11173","ADAM metallopeptidase with thrombospondin type 1 motif 7"
"ENSG00000089685",509.548185635596,-3.09766103472074,0.114589346565577,-27.0327140136715,6.09935855248149e-161,6.46707527672462e-159,"BIRC5","332","baculoviral IAP repeat containing 5"
"ENSG00000111206",489.63700653501,-3.02314010406496,0.111928774945764,-27.0094987238971,1.14311632152203e-160,1.20337488189941e-158,"FOXM1","2305","forkhead box M1"
"ENSG00000174574",1409.88985133804,-1.74444148096176,0.0649479626669139,-26.8590639233465,6.61008338981618e-159,6.90917794319935e-157,"AKIRIN1","79647","akirin 1"
"ENSG00000167553",3002.80270522025,-1.43654753591414,0.0535101571250607,-26.8462589739127,9.32705006555293e-159,9.68042703282529e-157,"TUBA1C","84790","tubulin alpha 1c"
"ENSG00000075426",1241.54577193998,-2.02417348287627,0.0754063583853466,-26.8435384789728,1.00347218170278e-158,1.03420790307242e-156,"FOSL2","2355","FOS like 2, AP-1 transcription factor subunit"
"ENSG00000113319",1375.65463563177,1.7203486095278,0.0641519279708921,26.8167873350335,2.05895386496105e-158,2.10728208762472e-156,"RASGRF2","5924","Ras protein specific guanine nucleotide releasing factor 2"
"ENSG00000205542",10772.7240037773,-1.36860142186129,0.0510593451000696,-26.8041319209836,2.89205180430244e-158,2.93952134426272e-156,"TMSB4X","7114","thymosin beta 4 X-linked"
"ENSG00000147883",1092.60954361111,2.17982981260843,0.0813910917618032,26.7821670089874,5.21371636271725e-158,5.26299669546074e-156,"CDKN2B","1030","cyclin dependent kinase inhibitor 2B"
"ENSG00000119326",1060.1999959954,-2.0690276493295,0.0775865335081789,-26.6673552197224,1.12605966029375e-156,1.12897056281696e-154,"CTNNAL1","8727","catenin alpha like 1"
"ENSG00000100106",1548.43376339178,-1.54579705064367,0.0580501810021656,-26.6286344668935,3.16452800932122e-156,3.15127120279568e-154,"TRIOBP","11078","TRIO and F-actin binding protein"
"ENSG00000125384",562.779146692896,-2.72049308586479,0.102236835400639,-26.6097153262217,5.24001610731982e-156,5.18304412011272e-154,"PTGER2","5732","prostaglandin E receptor 2"
"ENSG00000125845",1172.2386809597,5.52533661138904,0.207771211150542,26.5933696049238,8.09914671383704e-156,7.95768161790202e-154,"BMP2","650","bone morphogenetic protein 2"
"ENSG00000134333",9887.50008844397,-1.01647210282734,0.0383135060538853,-26.5303859531347,4.32538957447759e-155,4.22169480454641e-153,"LDHA","3939","lactate dehydrogenase A"
"ENSG00000157227",22662.7967620428,1.09975935786235,0.0415176158176011,26.4889815131464,1.29834863375138e-154,1.2588856686992e-152,"MMP14","4323","matrix metallopeptidase 14"
"ENSG00000167900",535.537322697115,-2.99316984950504,0.113333329802541,-26.4103230243035,1.04285611713381e-153,1.00454989897503e-151,"TK1","7083","thymidine kinase 1"
"ENSG00000091409",2615.20252718009,-1.34488160037119,0.0509512584854446,-26.3954540152407,1.545132331949e-153,1.47871170832886e-151,"ITGA6","3655","integrin subunit alpha 6"
"ENSG00000091844",494.500786591075,2.80821462055236,0.106412925704744,26.3897886648104,1.79471646590506e-153,1.70648588867799e-151,"RGS17","26575","regulator of G protein signaling 17"
"ENSG00000169439",2385.18491369971,1.32446365945297,0.0502224456288909,26.371946703668,2.87544619401113e-153,2.71655935944462e-151,"SDC2","6383","syndecan 2"
"ENSG00000100647",1393.45153066727,1.71995058009373,0.0652350857643811,26.3654222254864,3.41608955788347e-153,3.2067724779673e-151,"SUSD6","9766","sushi domain containing 6"
"ENSG00000139318",1424.14713666972,1.67884328580164,0.0638944537535663,26.2752584485149,3.67836555540376e-152,3.43112351617346e-150,"DUSP6","1848","dual specificity phosphatase 6"
"ENSG00000071127",10996.1867655617,-1.0033019439835,0.0382019361079265,-26.2631176898734,5.06248373918454e-152,4.69250851245923e-150,"WDR1","9948","WD repeat domain 1"
"ENSG00000042062",529.580434708431,3.50771136044812,0.134086164555429,26.1601289892821,7.5586373445789e-151,6.96244982402524e-149,"RIPOR3","140876","RIPOR family member 3"
